ID,createdAt,createdBy,modifiedAt,modifiedBy,purchaseOrderNumber,supplier_ID,plant_ID,buyer_ID,orderDate,deliveryDate,status,currency_code,netAmount,taxAmount,totalAmount,paymentTerms,incoterm,approvedBy_ID,approvedAt,notes
02e5d242-d3b0-5200-aab4-d3cdafa209b6,2026-02-19T08:00:00Z,system,2026-02-19T08:00:00Z,system,4500000020,90e10c7e-6736-59c8-948e-d8729b244cbb,113d871c-fdd0-59b0-922b-71a1f17a7a5b,b0637871-bb7d-59e4-8037-d5e1bbe0560a,2026-02-19,2026-03-16,COMPLETED,EUR,72155.29,13709.51,85864.80,Z060,CIP,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,2026-02-22T08:00:00Z,Project-specific procurement
c3953874-ea5c-52cc-95de-102fb149cf61,2026-03-18T08:00:00Z,system,2026-03-18T08:00:00Z,system,4500000021,96a68ba6-f5c3-582f-b5dd-32442951c1e2,51ca2c43-9865-5eed-88e1-7efd0be651e9,762dab21-f406-51e5-938f-353039145619,2026-03-18,2026-03-23,COMPLETED,GBP,272190.00,48994.20,321184.20,Z030,FCA,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,2026-03-21T08:00:00Z,Quarterly replenishment
1dd9fac2-0af1-5b1e-9018-490d92d52e43,2026-02-07T08:00:00Z,system,2026-02-07T08:00:00Z,system,4500000022,59b08f46-6268-5135-959b-28e10d381b78,87cb6569-bd40-5e24-8586-da21fbea3a81,b0637871-bb7d-59e4-8037-d5e1bbe0560a,2026-02-07,2026-03-12,COMPLETED,EUR,170056.01,32310.64,202366.65,Z045,CPT,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-02-09T08:00:00Z,Standard procurement order
239d492b-ccc8-5c69-8430-3edfe07bacab,2026-06-29T08:00:00Z,system,2026-06-29T08:00:00Z,system,4500000023,bb468112-b8da-577b-8a64-e0f89be5b8ff,e294ac9d-bd77-5078-ba31-f74bebb60488,5f639525-25c5-54fa-aa87-ccfe5b39776a,2026-06-29,2026-08-28,SUBMITTED,EUR,32441.25,7461.49,39902.74,Z060,CPT,,,Standard procurement order
69d35ae3-b922-5075-b875-f8abc9133626,2025-10-29T08:00:00Z,system,2025-10-29T08:00:00Z,system,4500000024,f7190352-c6c4-5faf-95cf-5bd66bc37b3c,51ca2c43-9865-5eed-88e1-7efd0be651e9,24356e6d-8de5-5316-88e3-702cdfd23228,2025-10-29,2025-12-10,APPROVED,CAD,174245.39,31364.17,205609.56,0003,EXW,0737d81c-800f-585f-8a81-5742f5aa93a6,2025-10-30T08:00:00Z,
9b0ebf83-3c03-565c-acb1-155cca6fd2e4,2026-05-18T08:00:00Z,system,2026-05-18T08:00:00Z,system,4500000025,cfe20baa-62bb-5713-863b-db3fe7da6a3d,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,4e5e44a7-230a-5238-af8a-6363cf5be42b,2026-05-18,2026-07-24,COMPLETED,GBP,124671.76,24934.35,149606.11,0002,DDP,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2026-05-19T08:00:00Z,Project-specific procurement
2486c454-d7e0-51e7-b4f3-11db6217a23d,2026-05-20T08:00:00Z,system,2026-05-20T08:00:00Z,system,4500000026,aee6450e-4511-5d45-adb8-f7752be64638,5528724a-ec45-5c0d-ac18-8666390c638c,53657725-cc33-52fa-bf83-e8ebce35acc6,2026-05-20,2026-07-06,ORDERED,PLN,294497.06,61844.38,356341.44,Z030,DAP,78f316cf-bc76-5bab-9068-b36833d8b019,2026-05-21T08:00:00Z,Quarterly replenishment
77346ccb-c22c-5d3c-bc7c-042104cd0b21,2026-05-08T08:00:00Z,system,2026-05-08T08:00:00Z,system,4500000027,f7190352-c6c4-5faf-95cf-5bd66bc37b3c,d425a94e-8ac6-50ba-81e4-27a328a21379,762dab21-f406-51e5-938f-353039145619,2026-05-08,2026-05-15,ORDERED,CAD,242252.95,43605.53,285858.48,0003,EXW,78f316cf-bc76-5bab-9068-b36833d8b019,2026-05-08T08:00:00Z,Quarterly replenishment
1c618ed6-c394-5085-b5ff-3ff6d3d83684,2026-07-25T08:00:00Z,system,2026-07-25T08:00:00Z,system,4500000028,f63b9909-85ce-59ad-9d5e-17342163100f,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,2026-07-25,2026-09-01,COMPLETED,CZK,13382178.77,2408792.18,15790970.95,Z030,DDP,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-07-28T08:00:00Z,Project-specific procurement
60f201fd-9ae7-5c14-8b1f-41572f07c3af,2026-03-27T08:00:00Z,system,2026-03-27T08:00:00Z,system,4500000029,984c11de-cc53-5f88-b387-edbfeb6e675a,12473360-94f1-5fba-a391-36ce9d7f31be,53657725-cc33-52fa-bf83-e8ebce35acc6,2026-03-27,2026-04-13,ORDERED,GBP,242092.11,48418.42,290510.53,Z060,DDP,d925509d-9c4c-55ac-990d-b19752aa437c,2026-03-28T08:00:00Z,Priority supplier order
bf9115a4-4232-538b-a7a8-811e80d26905,2026-07-20T08:00:00Z,system,2026-07-20T08:00:00Z,system,4500000030,7655230e-ef2f-5754-b7eb-84089011038a,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2026-07-20,2026-08-07,ORDERED,EUR,631914.20,120063.70,751977.90,Z060,EXW,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2026-07-20T08:00:00Z,
e7495fed-208c-5906-8565-fe25ae5dbcae,2026-04-17T08:00:00Z,system,2026-04-17T08:00:00Z,system,4500000031,e7adb3bc-bb01-5e5f-bbed-7b156e5f54b8,3e8df789-1fad-5f45-9e4e-ae08a2240191,362bb051-fb3b-5a89-9979-8640133ad18b,2026-04-17,2026-05-01,COMPLETED,EUR,264077.40,55456.25,319533.65,0002,EXW,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-04-20T08:00:00Z,Priority supplier order
74abf032-598b-549a-a5d4-04afe7532fa5,2026-05-30T08:00:00Z,system,2026-05-30T08:00:00Z,system,4500000032,4905c412-da5c-5c34-bb71-a406f34a50f9,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,2026-05-30,2026-07-19,COMPLETED,PLN,1458211.20,291642.24,1749853.44,Z060,DDP,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,2026-06-01T08:00:00Z,
f0258dd3-3eb1-5b33-bf64-1433fadd5e4e,2026-03-08T08:00:00Z,system,2026-03-08T08:00:00Z,system,4500000033,60eeff72-afa3-5425-9ed3-d24b0eb590b7,87cb6569-bd40-5e24-8586-da21fbea3a81,24356e6d-8de5-5316-88e3-702cdfd23228,2026-03-08,2026-03-31,APPROVED,SEK,3366310.33,639598.96,4005909.29,Z030,FCA,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-03-08T08:00:00Z,
73800759-5fa8-5511-8509-1f3d344dc49a,2026-02-14T08:00:00Z,system,2026-02-14T08:00:00Z,system,4500000034,1e6af728-f1a9-58e4-83dd-e019059d95b9,3cab26fd-f62f-5970-ad42-c321a067cf36,6a4dd11c-1048-5284-aa7d-1444c1c67877,2026-02-14,2026-03-07,SUBMITTED,PLN,27995.95,5599.19,33595.14,Z030,FCA,,,Quarterly replenishment
6a4d0ecc-60ed-5765-a728-27ab4a8589bc,2026-02-22T08:00:00Z,system,2026-02-22T08:00:00Z,system,4500000035,0a065745-a966-5f0d-8fc3-ddeaa9abdfec,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,88db520f-00d6-51aa-8b62-c7a88dd50f4c,2026-02-22,2026-03-31,COMPLETED,EUR,47602.32,9044.44,56646.76,0003,CPT,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-02-23T08:00:00Z,Quarterly replenishment
36425fb1-4ee4-52d7-9616-f130a23a8b9a,2026-01-07T08:00:00Z,system,2026-01-07T08:00:00Z,system,4500000036,fade348f-52ae-5a47-bce2-e9f1380900f1,3cab26fd-f62f-5970-ad42-c321a067cf36,f911dfb3-26ad-5d1f-b884-074c195d7b36,2026-01-07,2026-02-20,COMPLETED,CZK,2556997.29,511399.46,3068396.75,Z045,FCA,0a9b9cf2-8c50-54fd-b243-53899f77bb55,2026-01-07T08:00:00Z,Priority supplier order
6243001e-35dc-5c38-bc0a-eb63d9c3c0ff,2026-06-26T08:00:00Z,system,2026-06-26T08:00:00Z,system,4500000037,d5f4a9fb-8418-5f72-bb85-8b4e25a61de3,e6d386f5-8b03-578e-aca0-68c8e68a10d1,344e75d1-f4ee-5da0-b8c0-d2949c9f7794,2026-06-26,2026-08-11,COMPLETED,EUR,400442.36,76084.05,476526.41,Z030,CPT,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2026-06-28T08:00:00Z,
32873aa1-61f1-5943-adaa-ac5e25aec01d,2026-04-25T08:00:00Z,system,2026-04-25T08:00:00Z,system,4500000038,d81fc662-e016-5120-8688-1d27c779f450,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2026-04-25,2026-06-13,COMPLETED,EUR,297355.15,53523.93,350879.08,0003,CIP,d925509d-9c4c-55ac-990d-b19752aa437c,2026-04-25T08:00:00Z,Quarterly replenishment
a8473d17-a8f7-5d21-b3f9-0155d92a0eaf,2026-01-07T08:00:00Z,system,2026-01-07T08:00:00Z,system,4500000039,60eeff72-afa3-5425-9ed3-d24b0eb590b7,51ca2c43-9865-5eed-88e1-7efd0be651e9,4e5e44a7-230a-5238-af8a-6363cf5be42b,2026-01-07,2026-01-30,COMPLETED,SEK,4061182.50,852848.32,4914030.82,Z030,FCA,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-01-09T08:00:00Z,Project-specific procurement
fa1571b3-349b-587b-9cf8-84ff292f7411,2025-10-10T08:00:00Z,system,2025-10-10T08:00:00Z,system,4500000040,075638c7-6598-507a-a950-ecbee7bdc084,5528724a-ec45-5c0d-ac18-8666390c638c,5f639525-25c5-54fa-aa87-ccfe5b39776a,2025-10-10,2025-11-21,COMPLETED,CAD,633758.12,133089.21,766847.33,0002,DDP,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2025-10-12T08:00:00Z,Priority supplier order
5699026f-bb10-56e5-a910-f5fc6319a373,2025-10-10T08:00:00Z,system,2025-10-10T08:00:00Z,system,4500000041,e7bda0f4-a61e-57e6-9d47-1167f61db12a,e294ac9d-bd77-5078-ba31-f74bebb60488,deb3fb29-3383-5c3d-9343-4b0681551f8f,2025-10-10,2025-12-09,COMPLETED,CAD,34620.47,7270.30,41890.77,Z060,EXW,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,2025-10-11T08:00:00Z,Quarterly replenishment
735d5bd5-a4d0-5c6c-90f1-ea696a6d6c67,2026-04-20T08:00:00Z,system,2026-04-20T08:00:00Z,system,4500000042,2ced5b4f-e17d-5790-af58-523f7f527540,26221d5e-2e66-5ea9-8c4d-30720ed59583,362bb051-fb3b-5a89-9979-8640133ad18b,2026-04-20,2026-05-11,ORDERED,GBP,653294.66,137191.88,790486.54,0001,DDP,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-04-22T08:00:00Z,Quarterly replenishment
84ba2db1-386b-507f-aec8-7f000ee5755c,2025-10-11T08:00:00Z,system,2025-10-11T08:00:00Z,system,4500000043,3b018b68-0323-520e-b88f-fd6f1a05e7b9,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2025-10-11,2025-12-15,COMPLETED,CZK,4332862.80,866572.56,5199435.36,Z060,FCA,d925509d-9c4c-55ac-990d-b19752aa437c,2025-10-12T08:00:00Z,Quarterly replenishment
e5206133-2eec-52ce-8e2e-49f09e3c9b11,2026-06-11T08:00:00Z,system,2026-06-11T08:00:00Z,system,4500000044,e562fce3-1dda-5959-b99a-ae629b2730a8,261d0783-3954-5ee6-baf2-f9e37bbb725b,78f316cf-bc76-5bab-9068-b36833d8b019,2026-06-11,2026-06-19,COMPLETED,PLN,2804082.05,560816.41,3364898.46,0001,EXW,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,2026-06-11T08:00:00Z,
6f0af118-f06b-57f6-b7ea-924b59eb867e,2026-04-02T08:00:00Z,system,2026-04-02T08:00:00Z,system,4500000045,015d24f1-4165-5423-96d2-fccd1c7bc852,261d0783-3954-5ee6-baf2-f9e37bbb725b,a8900ba9-a076-5a48-8859-1f3fc1e76071,2026-04-02,2026-05-17,COMPLETED,EUR,57781.95,12134.21,69916.16,0002,DDP,78f316cf-bc76-5bab-9068-b36833d8b019,2026-04-05T08:00:00Z,Priority supplier order
91da3452-7845-5756-a7e0-dd4d9abdafaa,2026-03-25T08:00:00Z,system,2026-03-25T08:00:00Z,system,4500000046,90e10c7e-6736-59c8-948e-d8729b244cbb,12473360-94f1-5fba-a391-36ce9d7f31be,78f316cf-bc76-5bab-9068-b36833d8b019,2026-03-25,2026-04-25,COMPLETED,EUR,88855.00,18659.55,107514.55,Z060,CIP,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-03-28T08:00:00Z,Standard procurement order
b26956d3-8714-5143-8c66-8c8cfe486c6c,2026-05-03T08:00:00Z,system,2026-05-03T08:00:00Z,system,4500000047,bcb31d65-a401-530a-ad05-b5d8799c8a39,261d0783-3954-5ee6-baf2-f9e37bbb725b,5f639525-25c5-54fa-aa87-ccfe5b39776a,2026-05-03,2026-07-02,DRAFT,SEK,1742824.12,348564.82,2091388.94,Z030,DDP,,,Standard procurement order
98c1f63b-07ad-54fd-b15e-a2ac912c56dc,2026-06-09T08:00:00Z,system,2026-06-09T08:00:00Z,system,4500000048,b62723e4-85b4-54e6-952d-4d88f5adae98,113d871c-fdd0-59b0-922b-71a1f17a7a5b,8e723945-6a6c-5803-a42e-c1347adfc586,2026-06-09,2026-08-14,APPROVED,CHF,36746.85,6981.90,43728.75,Z045,DAP,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-06-10T08:00:00Z,Quarterly replenishment
730ff507-3a99-5268-ba0c-ef6603c11404,2026-04-03T08:00:00Z,system,2026-04-03T08:00:00Z,system,4500000049,60eeff72-afa3-5425-9ed3-d24b0eb590b7,03aef187-5272-56c7-bfc4-cf8b61ecf06b,78f316cf-bc76-5bab-9068-b36833d8b019,2026-04-03,2026-05-31,ORDERED,SEK,1557177.31,358150.78,1915328.09,Z030,FCA,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-04-04T08:00:00Z,
e78098b8-76d5-5532-a410-feca5b4fb250,2026-07-27T08:00:00Z,system,2026-07-27T08:00:00Z,system,4500000050,015d24f1-4165-5423-96d2-fccd1c7bc852,681d3a1f-6166-5793-8dd0-2f9ae8a7e909,f4bfe1cc-a9ff-5838-84b3-8d0b8a482a8d,2026-07-27,2026-09-12,CANCELLED,EUR,9481.89,1991.20,11473.09,0002,DDP,,,
7a04712c-47ac-5092-a0b8-ef1b72609dd2,2026-03-13T08:00:00Z,system,2026-03-13T08:00:00Z,system,4500000051,aee6450e-4511-5d45-adb8-f7752be64638,d425a94e-8ac6-50ba-81e4-27a328a21379,bf01dabf-7f6b-5183-895b-36a5584e7d8d,2026-03-13,2026-04-22,ORDERED,PLN,594552.81,107019.51,701572.32,Z030,DAP,78f316cf-bc76-5bab-9068-b36833d8b019,2026-03-13T08:00:00Z,Standard procurement order
8e2ded3c-5cee-5ae5-92fb-4a4a7464a199,2025-11-10T08:00:00Z,system,2025-11-10T08:00:00Z,system,4500000052,f63b9909-85ce-59ad-9d5e-17342163100f,e6d386f5-8b03-578e-aca0-68c8e68a10d1,bfc09207-4542-5693-a52b-974f1bcfaf39,2025-11-10,2025-12-25,COMPLETED,CZK,4957324.60,941891.67,5899216.27,Z030,DDP,91e632eb-67bf-5d38-a8b5-8e84d43dd62b,2025-11-11T08:00:00Z,Project-specific procurement
2ef43bab-d6a0-5606-ae71-f5ba5d2c3540,2026-04-24T08:00:00Z,system,2026-04-24T08:00:00Z,system,4500000053,6f8c90f6-de0f-580e-9bb0-f06f5b0ced4d,3e8df789-1fad-5f45-9e4e-ae08a2240191,8e723945-6a6c-5803-a42e-c1347adfc586,2026-04-24,2026-04-30,APPROVED,EUR,284384.72,65408.49,349793.21,Z060,CPT,d925509d-9c4c-55ac-990d-b19752aa437c,2026-04-27T08:00:00Z,Project-specific procurement
ef791037-c4dc-5b72-9295-a356c7cf19f3,2025-12-12T08:00:00Z,system,2025-12-12T08:00:00Z,system,4500000054,94637be8-57b0-5434-bd07-63fb1b7462c2,87cb6569-bd40-5e24-8586-da21fbea3a81,4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,2025-12-12,2025-12-30,COMPLETED,PLN,2046910.39,388912.97,2435823.36,0003,FCA,c7e3e4e0-4eb0-57ed-973a-248aa1d4166f,2025-12-12T08:00:00Z,Project-specific procurement
1f90e752-6f4c-5a7e-a153-b654ea272eb6,2026-03-07T08:00:00Z,system,2026-03-07T08:00:00Z,system,4500000055,bd1f39ee-0971-5fa0-b5e0-5483a5478547,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,53657725-cc33-52fa-bf83-e8ebce35acc6,2026-03-07,2026-04-29,SUBMITTED,PLN,442257.05,92873.98,535131.03,0001,FCA,,,Quarterly replenishment
9ae7a4a6-979c-5492-b2c9-03b3a921ffde,2026-03-11T08:00:00Z,system,2026-03-11T08:00:00Z,system,4500000056,0a065745-a966-5f0d-8fc3-ddeaa9abdfec,26221d5e-2e66-5ea9-8c4d-30720ed59583,4e5e44a7-230a-5238-af8a-6363cf5be42b,2026-03-11,2026-05-19,COMPLETED,EUR,228706.43,48028.35,276734.78,0003,CPT,d925509d-9c4c-55ac-990d-b19752aa437c,2026-03-11T08:00:00Z,Priority supplier order
87f1dd14-12de-5cd9-be78-24cea2e3a947,2026-07-18T08:00:00Z,system,2026-07-18T08:00:00Z,system,4500000057,146ea71e-a89e-577d-9441-646e3fc87b78,efd8a8e4-0bb8-5f9e-be95-16451417acb0,5f639525-25c5-54fa-aa87-ccfe5b39776a,2026-07-18,2026-08-28,ORDERED,CZK,975549.10,175598.84,1151147.94,Z045,CPT,0737d81c-800f-585f-8a81-5742f5aa93a6,2026-07-21T08:00:00Z,
