ID,createdAt,createdBy,modifiedAt,modifiedBy,requisition_ID,itemNumber,material_ID,quantity,unit,estimatedUnitPrice,currency_code,requiredDate,notes
f477b895-f4fe-512a-a190-094f2c7b71c9,2026-05-08T08:00:00Z,system,2026-05-08T08:00:00Z,system,19476d0e-e619-53ed-bfc7-48794b1fcc02,30,5464a7bf-73cd-5738-b7f9-01c417006d3e,200.000,EA,1839.40,EUR,2026-06-17,Standard requirement
fc59d5c6-549e-5125-8f8d-20954974b513,2026-04-15T08:00:00Z,system,2026-04-15T08:00:00Z,system,967e4736-6774-5755-96e9-989b62b8329d,10,35918af3-0428-5cb5-b70c-3960424df494,75.000,KG,21.57,EUR,2026-06-21,Standard requirement
9d814243-82a0-5755-bc43-cac67f3b96b9,2026-03-23T08:00:00Z,system,2026-03-23T08:00:00Z,system,35a412c1-4952-5c17-8db6-cbdec8d96d03,10,5de012ce-db52-52e5-a612-6e2c3c02623a,100.000,SET,1242.55,EUR,2026-05-06,Production demand
fa1a4b27-b78a-54e8-86bf-b9419fd97f4e,2026-03-23T08:00:00Z,system,2026-03-23T08:00:00Z,system,35a412c1-4952-5c17-8db6-cbdec8d96d03,20,fd4f25a0-d258-5944-8a33-a22b3cf44a4a,1.000,L,797.31,EUR,2026-05-06,Standard requirement
fc7320b4-3a35-58dc-9d30-2b2613c4351c,2026-03-23T08:00:00Z,system,2026-03-23T08:00:00Z,system,35a412c1-4952-5c17-8db6-cbdec8d96d03,30,bbccc08a-f2c9-5ff6-a628-fb59284b03ec,1.000,SET,103.13,EUR,2026-05-06,Production demand
d0ec6861-53fe-5fb9-9141-8a1c2b3b6d3c,2026-03-23T08:00:00Z,system,2026-03-23T08:00:00Z,system,35a412c1-4952-5c17-8db6-cbdec8d96d03,40,0c3785e3-7d1b-5f41-95de-b2299b8dd699,20.000,M,1139.20,EUR,2026-05-06,Planned maintenance
23674f25-a01f-5365-a1b8-c79bd5b18c68,2026-07-19T08:00:00Z,system,2026-07-19T08:00:00Z,system,bd697693-f5c3-593b-a59c-8ecd45e32b05,10,7c9ec527-9eb0-52c4-b207-8cf0cae25caf,50.000,M,1943.20,EUR,2026-09-10,Planned maintenance
1b532bea-70eb-5292-8c0d-52cbac5ec0f0,2026-07-11T08:00:00Z,system,2026-07-11T08:00:00Z,system,4daeb591-5fa3-5fb3-8a3c-58e3811329e0,10,33a43adc-6963-52ef-b1d3-fd2492991b07,100.000,EA,1774.48,EUR,2026-07-30,Planned maintenance
4ca8e73d-87b7-53f6-bab0-58651bc17c89,2026-07-11T08:00:00Z,system,2026-07-11T08:00:00Z,system,4daeb591-5fa3-5fb3-8a3c-58e3811329e0,20,3c91ccd6-92b6-5bb1-a450-2e87cd24008e,150.000,L,124.96,EUR,2026-07-30,
aa804a51-329c-52b6-9d3a-cd00808c36aa,2026-07-13T08:00:00Z,system,2026-07-13T08:00:00Z,system,a50f4107-b757-561b-8ae5-8ed16eaea0a5,10,67ab40a1-5f15-54bf-b6a1-2a4a39b94193,25.000,M,2486.62,EUR,2026-07-23,Production demand
c008951c-aa46-53ae-9f06-0895e5cb016f,2026-07-13T08:00:00Z,system,2026-07-13T08:00:00Z,system,a50f4107-b757-561b-8ae5-8ed16eaea0a5,20,17594ecd-2424-57ab-85b5-deef54d20340,20.000,L,836.10,EUR,2026-07-23,Standard requirement
fe422a4f-c7c9-5553-bed3-b925b84a471b,2026-07-13T08:00:00Z,system,2026-07-13T08:00:00Z,system,a50f4107-b757-561b-8ae5-8ed16eaea0a5,30,a56d36d8-7b2d-5bff-ae8b-8d8002e9d564,100.000,L,1234.65,EUR,2026-07-23,Production demand
98f6af3a-ce5b-53a5-aa24-b970698bb858,2025-12-13T08:00:00Z,system,2025-12-13T08:00:00Z,system,2b7fa1b3-4614-526f-b6aa-023f18102704,10,6d2d9d2e-3534-5a9b-a2d9-67471b6743ab,150.000,EA,508.06,EUR,2026-02-06,Planned maintenance
119d3f3a-c7ea-53b8-b61b-b9889d3fc9c4,2026-04-12T08:00:00Z,system,2026-04-12T08:00:00Z,system,767478b2-9624-5a0c-af68-701f85654199,10,4510bf5d-95b5-5a36-8ecf-d02e870154c9,2.000,KG,6.54,EUR,2026-04-19,Replacement stock
b1a63edb-f23a-5c4d-befc-96401d3fcba2,2025-11-01T08:00:00Z,system,2025-11-01T08:00:00Z,system,602a3fb3-c88f-5400-853d-e64b918aa267,10,d7792ea6-2faa-5ee1-b515-6b526ad9efbb,25.000,BOX,1458.20,EUR,2025-12-10,Replacement stock
ec1439fb-7bcc-5524-b7be-c4ba9cf441ad,2025-09-07T08:00:00Z,system,2025-09-07T08:00:00Z,system,c8bb0b60-b823-535d-8f19-a40779b42dc1,10,6f137624-ae20-5016-9d90-8e735016ca60,50.000,BOX,1912.83,EUR,2025-09-25,Standard requirement
26943711-6989-565e-b14c-4ca4f0c6aae0,2025-09-07T08:00:00Z,system,2025-09-07T08:00:00Z,system,c8bb0b60-b823-535d-8f19-a40779b42dc1,20,18842f90-d5d5-59ad-837c-f13f2b55bb62,75.000,EA,1148.22,EUR,2025-09-25,Planned maintenance
7bf78d79-1ca0-570f-a990-352911f891be,2025-09-07T08:00:00Z,system,2025-09-07T08:00:00Z,system,c8bb0b60-b823-535d-8f19-a40779b42dc1,30,79756df9-78e3-5df8-ad70-cff390e99aff,50.000,EA,974.37,EUR,2025-09-25,Production demand
445dd5e0-56f0-5ed6-9f3c-d1ee4e9ff411,2025-09-07T08:00:00Z,system,2025-09-07T08:00:00Z,system,c8bb0b60-b823-535d-8f19-a40779b42dc1,40,f74e00d0-5597-5c85-9d8e-7ce030bdb99d,75.000,EA,986.36,EUR,2025-09-25,Standard requirement
c862ce21-5faa-5e1e-be47-c8741611e744,2025-10-19T08:00:00Z,system,2025-10-19T08:00:00Z,system,d5e33776-01b9-51b2-836b-74c48963adc5,10,4e2b69ff-67fe-5475-b0ba-3e2a02c6b70b,150.000,SET,1923.01,EUR,2025-11-02,Planned maintenance
f00d38bb-daaa-59c9-9d0b-9e13138882bb,2025-10-19T08:00:00Z,system,2025-10-19T08:00:00Z,system,d5e33776-01b9-51b2-836b-74c48963adc5,20,61c9dd7a-23b2-51ce-a4f8-1ecaedb8b55e,2.000,SET,1983.65,EUR,2025-11-02,Standard requirement
3a5ff29f-61d4-5376-aa89-0643d3c21543,2025-10-19T08:00:00Z,system,2025-10-19T08:00:00Z,system,d5e33776-01b9-51b2-836b-74c48963adc5,30,81934ea3-15d5-5130-8a88-15160030bb8c,2.000,BOX,1821.77,EUR,2025-11-02,Planned maintenance
fa272c09-b690-53f4-bdcd-50b2ff764c57,2025-09-23T08:00:00Z,system,2025-09-23T08:00:00Z,system,afaa896a-b227-55d3-a012-212610b415a2,10,b814d1af-9d7a-58a3-bcbc-2613f354645c,25.000,L,1288.84,EUR,2025-11-27,Production demand
ede374eb-6792-5eaa-9194-7cdb7d4c9a3d,2025-11-23T08:00:00Z,system,2025-11-23T08:00:00Z,system,05360950-f3c5-5799-92ce-45143360a527,10,6b8b9c0c-ca33-51c4-9164-471f4abb4160,50.000,BOX,1601.28,EUR,2025-12-10,Replacement stock
cec85baf-6f88-5df4-9893-92ecff5d84bd,2025-11-23T08:00:00Z,system,2025-11-23T08:00:00Z,system,05360950-f3c5-5799-92ce-45143360a527,20,dac566e3-7998-519e-827e-c56affe7618f,10.000,EA,2097.14,EUR,2025-12-10,Production demand
b89664fb-c555-504b-99bd-3e6e22fb2397,2025-11-23T08:00:00Z,system,2025-11-23T08:00:00Z,system,05360950-f3c5-5799-92ce-45143360a527,30,594e1f7d-2ddb-5853-a485-9177631a4db6,150.000,BOX,1298.93,EUR,2025-12-10,Replacement stock
3a3619bf-7e39-578f-b372-e0968f87c8a6,2025-11-23T08:00:00Z,system,2025-11-23T08:00:00Z,system,05360950-f3c5-5799-92ce-45143360a527,40,75c713f1-f5c1-515a-b00c-8a93e54aab54,2.000,L,535.42,EUR,2025-12-10,Production demand
03595bb9-6da4-57d2-9b45-717fd9b394a6,2025-11-17T08:00:00Z,system,2025-11-17T08:00:00Z,system,f71fe089-5575-5924-82bc-9fff41b316f5,10,5994f62a-190b-5f64-a95c-9773a244fa2e,5.000,SET,1665.45,EUR,2026-01-17,Standard requirement
afe202b3-d09e-5eef-b8df-7a20a324c39e,2025-11-17T08:00:00Z,system,2025-11-17T08:00:00Z,system,f71fe089-5575-5924-82bc-9fff41b316f5,20,a46103e7-a245-5eef-af4b-854671431c6b,20.000,M,1960.73,EUR,2026-01-17,
7334d6bb-2c22-5dc2-81b0-485643fe0026,2025-11-17T08:00:00Z,system,2025-11-17T08:00:00Z,system,f71fe089-5575-5924-82bc-9fff41b316f5,30,d7792ea6-2faa-5ee1-b515-6b526ad9efbb,10.000,BOX,1365.13,EUR,2026-01-17,Planned maintenance
d75cdedd-a987-5ff8-8953-7cbbe6793280,2025-11-17T08:00:00Z,system,2025-11-17T08:00:00Z,system,f71fe089-5575-5924-82bc-9fff41b316f5,40,d7792ea6-2faa-5ee1-b515-6b526ad9efbb,50.000,BOX,1587.99,EUR,2026-01-17,
3d69ceaa-4d42-5779-a905-62b9a12fe151,2025-11-22T08:00:00Z,system,2025-11-22T08:00:00Z,system,d8b11df0-44cc-5e7c-a7b1-dc4d52ee7b0e,10,2ecf27bf-5cc9-5e4d-bf61-da068d5ffc48,2.000,EA,775.69,EUR,2025-12-04,Standard requirement
5dc28bd5-2388-512e-94cd-68116e37c04f,2025-11-22T08:00:00Z,system,2025-11-22T08:00:00Z,system,d8b11df0-44cc-5e7c-a7b1-dc4d52ee7b0e,20,4d8b3cb8-4991-55ac-afa4-443fd1749bfb,150.000,KG,24.29,EUR,2025-12-04,Standard requirement
2243f9d1-1e91-5fe9-b86d-8da3bea2dff2,2025-11-22T08:00:00Z,system,2025-11-22T08:00:00Z,system,d8b11df0-44cc-5e7c-a7b1-dc4d52ee7b0e,30,fd4f25a0-d258-5944-8a33-a22b3cf44a4a,75.000,L,934.95,EUR,2025-12-04,Production demand
eb6edf56-57e1-5ffa-829a-53fddfbc2cde,2025-11-22T08:00:00Z,system,2025-11-22T08:00:00Z,system,d8b11df0-44cc-5e7c-a7b1-dc4d52ee7b0e,40,c921e193-a3b7-5f2b-800f-213728db4d05,10.000,KG,8.07,EUR,2025-12-04,Planned maintenance
cbf9e267-9d4a-58c8-ab3d-d35fe6311347,2026-04-29T08:00:00Z,system,2026-04-29T08:00:00Z,system,43adc0d9-b904-552f-b2b8-86212e60623b,10,a26b0733-3b42-54db-a022-07e6e0f7182b,2.000,L,2109.53,EUR,2026-06-17,Planned maintenance
f994e801-b5c4-5570-a2af-0e3d5645d2e6,2025-12-05T08:00:00Z,system,2025-12-05T08:00:00Z,system,bfbd50e4-020c-5b56-898e-a32f4d699f74,10,6d2735d4-0448-53f2-b4da-81a2b822e099,1.000,KG,27.06,EUR,2026-02-05,
c5abb789-b89d-5490-854c-3d0c8332c999,2025-12-05T08:00:00Z,system,2025-12-05T08:00:00Z,system,bfbd50e4-020c-5b56-898e-a32f4d699f74,20,eafe3238-5e48-56bf-9122-b7966afc27e1,20.000,M,1682.55,EUR,2026-02-05,
a0ff6710-3578-5c9a-8c3f-bb1c4dda178f,2025-10-28T08:00:00Z,system,2025-10-28T08:00:00Z,system,1cf886ef-a661-5c7c-b2ca-0d2e16e1cfef,10,d80537fd-c1c9-5741-8e8d-02dd52dc79bd,10.000,KG,26.75,EUR,2025-12-11,Standard requirement
bcdbf8b9-3a96-5800-9303-63ff5887c7c9,2026-07-17T08:00:00Z,system,2026-07-17T08:00:00Z,system,4b56e24e-4577-5a04-957f-51078897d48b,10,f74e00d0-5597-5c85-9d8e-7ce030bdb99d,200.000,EA,1115.54,EUR,2026-09-10,
22e64505-ec85-5d1d-8368-f090ad526d64,2026-07-17T08:00:00Z,system,2026-07-17T08:00:00Z,system,4b56e24e-4577-5a04-957f-51078897d48b,20,85f6ae6a-e37a-5c6a-8c20-f972d8291238,150.000,M,157.74,EUR,2026-09-10,Production demand
1b268da5-5ce6-521b-a913-dc17d679064b,2026-07-17T08:00:00Z,system,2026-07-17T08:00:00Z,system,4b56e24e-4577-5a04-957f-51078897d48b,30,8f4fa6ee-76d8-5196-89f7-b65fbb2cfff1,2.000,KG,24.60,EUR,2026-09-10,Standard requirement
4dfafb21-ae84-562f-ab24-95fb1330b1fa,2026-02-23T08:00:00Z,system,2026-02-23T08:00:00Z,system,e6a44efc-360e-5330-b8dd-3ba494e970c2,10,accc637f-3162-5d58-877b-1b8457c93561,5.000,L,1565.10,EUR,2026-03-20,Planned maintenance
7c7cd9a8-726c-507d-ab55-1c50f4b3744a,2026-02-23T08:00:00Z,system,2026-02-23T08:00:00Z,system,e6a44efc-360e-5330-b8dd-3ba494e970c2,20,729b6d7e-7b34-59c4-ab17-3319477660be,75.000,KG,14.22,EUR,2026-03-20,Standard requirement
924cb1e4-70d2-5766-bf1a-0079673ba54d,2025-11-01T08:00:00Z,system,2025-11-01T08:00:00Z,system,9a11d2d2-5236-5fe1-bacc-5bf2d7e428e3,10,0a95d286-40e6-5f4e-bce8-380f86c5e052,20.000,BOX,1432.55,EUR,2025-12-13,Replacement stock
4f3e3a95-44c6-55c7-8c48-c88a87e89965,2025-11-01T08:00:00Z,system,2025-11-01T08:00:00Z,system,9a11d2d2-5236-5fe1-bacc-5bf2d7e428e3,20,04c6ce4d-e9ec-5c21-9f43-b4b251046c2f,100.000,M,1136.57,EUR,2025-12-13,Standard requirement
64750465-eb42-5c49-ae2b-2c84636ce3fe,2025-11-01T08:00:00Z,system,2025-11-01T08:00:00Z,system,9a11d2d2-5236-5fe1-bacc-5bf2d7e428e3,30,bd5e7023-209e-5ff1-a2af-9de8ff638d16,200.000,EA,2209.58,EUR,2025-12-13,Standard requirement
6853dd4e-6a2c-5dc8-8da0-1dab7bc01197,2025-10-20T08:00:00Z,system,2025-10-20T08:00:00Z,system,5655c22f-23e9-5d17-9c08-7743346b8fe0,10,19286625-e8e0-5181-9f4c-23d2a96418c8,2.000,KG,9.95,EUR,2025-11-13,Replacement stock
335b52da-6f8a-568f-a361-a0892df7b91a,2025-11-01T08:00:00Z,system,2025-11-01T08:00:00Z,system,158d1c75-a70c-5778-9e40-75c9735df12f,10,f95fbe47-9c5c-5d2b-a38e-c84f39513733,5.000,M,596.95,EUR,2025-12-07,Planned maintenance
9b888384-da77-5942-8c3b-847c736d3765,2025-11-01T08:00:00Z,system,2025-11-01T08:00:00Z,system,158d1c75-a70c-5778-9e40-75c9735df12f,20,781e49c0-8999-50e8-9276-e1fc0e9e29ca,25.000,EA,2354.08,EUR,2025-12-07,Replacement stock
bb826503-3ed2-564c-ba22-8d8a6f1a709a,2025-11-01T08:00:00Z,system,2025-11-01T08:00:00Z,system,158d1c75-a70c-5778-9e40-75c9735df12f,30,c72d85f2-1053-502b-bd90-efeb25b78b61,100.000,L,578.19,EUR,2025-12-07,
a1ad6b99-e0ae-50e6-8a57-59bcd1a2f8fe,2026-02-11T08:00:00Z,system,2026-02-11T08:00:00Z,system,f7139cc6-9c3e-55f1-8280-f9be554173de,10,8a9aca99-35d6-5da5-8c10-babbacfc2c60,75.000,BOX,776.34,EUR,2026-04-16,Planned maintenance
792d8d12-89a8-55f5-9aa3-cce67cd16eb1,2026-02-11T08:00:00Z,system,2026-02-11T08:00:00Z,system,f7139cc6-9c3e-55f1-8280-f9be554173de,20,f84d7723-0164-5c03-952b-c6a6bd546739,2.000,EA,2229.86,EUR,2026-04-16,
051e8f65-5ad9-5dfe-b5c2-72d7321bd8c4,2025-10-31T08:00:00Z,system,2025-10-31T08:00:00Z,system,47214511-e7c0-5aab-a696-97b2050d5c4a,10,26b04983-d84b-57db-acd1-68d00120334b,20.000,L,1213.79,EUR,2025-11-13,Replacement stock
c1337813-9089-5d65-98de-c3f0787a5377,2025-10-31T08:00:00Z,system,2025-10-31T08:00:00Z,system,47214511-e7c0-5aab-a696-97b2050d5c4a,20,96fb08d2-476c-50b5-8ac4-5ecf45934f96,50.000,SET,70.23,EUR,2025-11-13,Planned maintenance
99615acc-7649-527e-8199-d95adf82959c,2026-01-06T08:00:00Z,system,2026-01-06T08:00:00Z,system,757d980a-2a66-5f67-92b7-14af8a257575,10,53e0bf46-17ba-5243-bbe5-1d44068c8ac1,150.000,EA,75.23,EUR,2026-02-15,Standard requirement
267f232d-1037-5b1b-b745-0975610088ae,2026-01-06T08:00:00Z,system,2026-01-06T08:00:00Z,system,757d980a-2a66-5f67-92b7-14af8a257575,20,449f174d-239f-5c9f-803d-0af1ffe5acb3,2.000,L,107.20,EUR,2026-02-15,Standard requirement
852577da-e87f-5ae4-9a06-1c2989203b8d,2025-10-15T08:00:00Z,system,2025-10-15T08:00:00Z,system,7b583952-0472-57a4-a63d-1b68c0de77d6,10,c51be922-7f94-5734-90be-dd25480a96da,2.000,EA,195.28,EUR,2025-12-28,Replacement stock
2b82e04f-6af2-5413-9a1a-2f6f521e99c8,2025-10-15T08:00:00Z,system,2025-10-15T08:00:00Z,system,7b583952-0472-57a4-a63d-1b68c0de77d6,20,dc089f09-34df-5a3e-bedb-2c2e0f21465e,75.000,L,1675.19,EUR,2025-12-28,Planned maintenance
cc0ab283-24ed-596d-8eea-17fac5afcadc,2026-02-16T08:00:00Z,system,2026-02-16T08:00:00Z,system,7fb1bf3d-9773-59c4-a01a-2bf0472cace4,10,f968e107-0cac-5cfd-a628-d3aa05f1e38d,75.000,EA,970.35,EUR,2026-03-20,Production demand
da1526d0-c78e-529a-a4c9-087ab43eb4aa,2026-02-16T08:00:00Z,system,2026-02-16T08:00:00Z,system,7fb1bf3d-9773-59c4-a01a-2bf0472cace4,20,1cedd62f-02fd-505a-b102-9f80692d77d7,50.000,BOX,1804.61,EUR,2026-03-20,
2043073b-d856-5910-abf4-9130f8b69c75,2025-09-30T08:00:00Z,system,2025-09-30T08:00:00Z,system,a7ae085a-149d-5aff-a644-a90f493e52d0,10,06d90e5a-e269-5465-96ac-4d7026277e09,25.000,L,73.50,EUR,2025-12-03,
998e9760-6049-5439-b0b8-a1307f3973a4,2025-09-30T08:00:00Z,system,2025-09-30T08:00:00Z,system,a7ae085a-149d-5aff-a644-a90f493e52d0,20,a38ef102-6bca-5f5b-be2f-047c1623d7ef,150.000,EA,2228.21,EUR,2025-12-03,Replacement stock
3f1354b1-1b71-58bd-943f-63cab6958cf0,2026-02-15T08:00:00Z,system,2026-02-15T08:00:00Z,system,6948d085-f152-56a2-bf02-a13b95583a90,10,d8fcbf1f-1dd7-50af-8261-2da45ed17eae,50.000,EA,261.46,EUR,2026-04-29,Planned maintenance
05b5777b-2ef1-5a78-86cb-a448f9d19490,2026-02-15T08:00:00Z,system,2026-02-15T08:00:00Z,system,6948d085-f152-56a2-bf02-a13b95583a90,20,6febc7d4-a6f9-547c-bdef-f6c3c7cebf1b,5.000,BOX,1011.57,EUR,2026-04-29,Planned maintenance
4cc13301-88b8-543d-91ec-7302aa830399,2026-02-15T08:00:00Z,system,2026-02-15T08:00:00Z,system,6948d085-f152-56a2-bf02-a13b95583a90,30,105849c8-03f2-573d-9e97-230d47fc6774,75.000,SET,1401.11,EUR,2026-04-29,Standard requirement
51e55215-82e9-5acb-ae8a-923b91fd0fec,2026-06-03T08:00:00Z,system,2026-06-03T08:00:00Z,system,c4c8e8a4-d4aa-57bc-be9d-04ee4cab2414,10,a56d36d8-7b2d-5bff-ae8b-8d8002e9d564,20.000,L,1217.29,EUR,2026-06-29,Standard requirement
83fa521a-2640-5bf3-96fd-833df2326007,2026-07-20T08:00:00Z,system,2026-07-20T08:00:00Z,system,8646b5ed-6011-5cbc-8adf-e03a3d4e3345,10,b121cc73-e21b-5700-aed3-23e3f1122454,5.000,EA,523.80,EUR,2026-08-22,Planned maintenance
00b6b43f-ed64-5c12-842d-67c6aec1d167,2026-07-20T08:00:00Z,system,2026-07-20T08:00:00Z,system,8646b5ed-6011-5cbc-8adf-e03a3d4e3345,20,4510bf5d-95b5-5a36-8ecf-d02e870154c9,150.000,KG,6.83,EUR,2026-08-22,Standard requirement
497028e0-17ee-5df7-9156-80f1d67dfcf3,2025-09-05T08:00:00Z,system,2025-09-05T08:00:00Z,system,858a6259-7228-5b7e-b7c1-eb083a2423ee,10,99390864-f827-5aef-be8a-287357eedb0f,25.000,BOX,2051.61,EUR,2025-10-16,Production demand
cb7c38c0-c101-54df-98aa-836864ce6100,2025-09-05T08:00:00Z,system,2025-09-05T08:00:00Z,system,858a6259-7228-5b7e-b7c1-eb083a2423ee,20,0ff1099e-974c-5cf5-97fc-078fe85ca3af,75.000,L,1309.18,EUR,2025-10-16,Production demand
063a3060-fdc4-5ed1-b1ad-77fbd0850a36,2025-09-05T08:00:00Z,system,2025-09-05T08:00:00Z,system,858a6259-7228-5b7e-b7c1-eb083a2423ee,30,6d2735d4-0448-53f2-b4da-81a2b822e099,75.000,KG,27.43,EUR,2025-10-16,Standard requirement
64865523-06dc-529e-8f5f-c014b117c53c,2026-04-05T08:00:00Z,system,2026-04-05T08:00:00Z,system,60797153-19e8-50fc-9058-7890bdf66b41,10,4d7c024a-2045-5e6d-bce5-30a3caf00779,100.000,EA,1233.52,EUR,2026-05-22,Replacement stock
d9aa8a64-d5b7-5f5e-9be6-1e3e30581c2a,2026-04-05T08:00:00Z,system,2026-04-05T08:00:00Z,system,60797153-19e8-50fc-9058-7890bdf66b41,20,c95f5935-922a-5171-a5e9-dde46f32a83d,50.000,KG,34.83,EUR,2026-05-22,Planned maintenance
153d187d-118b-512c-9a3b-4837ceaa899b,2026-04-10T08:00:00Z,system,2026-04-10T08:00:00Z,system,3cef8755-5ffc-5939-8264-a2563ccdcd3a,10,3b977897-9c14-59e5-a889-922436cc6be2,50.000,EA,578.66,EUR,2026-06-16,
f4d27d4d-87a5-5ef8-91bd-014e3654a4b3,2026-04-10T08:00:00Z,system,2026-04-10T08:00:00Z,system,3cef8755-5ffc-5939-8264-a2563ccdcd3a,20,1455dc98-f7ae-5a52-9c81-dc7663903a45,20.000,KG,25.15,EUR,2026-06-16,Production demand
cdd83cf4-dbcc-508b-93b6-c84532f0d34e,2026-04-17T08:00:00Z,system,2026-04-17T08:00:00Z,system,811ce7cb-9a0d-5d15-a2b0-74fe31e76eab,10,f968e107-0cac-5cfd-a628-d3aa05f1e38d,20.000,EA,929.86,EUR,2026-06-06,Replacement stock
