ID,createdAt,createdBy,modifiedAt,modifiedBy,materialNumber,description,materialGroup_ID,baseUnit,standardPrice,currency_code,weight,weightUnit,leadTimeDays,minimumOrderQuantity,active
bb0b52d6-caeb-5f0b-8479-76c4c50869c1,2025-06-28T08:00:00Z,system,2025-06-28T08:00:00Z,system,MAT000000000000037,Pressure Sensor 02,a0f96efb-e3df-5d04-bbd8-f7c638ce31b7,KG,4.08,EUR,97.077,KG,49,100.000,True
0e061496-b663-511d-b153-ccea08f04c32,2025-06-29T08:00:00Z,system,2025-06-29T08:00:00Z,system,MAT000000000000038,PLC Module 02,b708786d-78bc-5ffa-b86f-456f57af9cad,M,424.24,EUR,24.998,KG,50,10.000,True
2ecf27bf-5cc9-5e4d-bf61-da068d5ffc48,2025-06-30T08:00:00Z,system,2025-06-30T08:00:00Z,system,MAT000000000000039,Ethernet Cable 02,d055653d-a48f-5b95-aa61-6d89d00e4ec6,EA,732.94,EUR,0.139,KG,38,20.000,True
ba70ce40-b5ac-53ec-9eda-29dc6101f551,2025-07-01T08:00:00Z,system,2025-07-01T08:00:00Z,system,MAT000000000000040,Corrugated Carton 02,dd52a956-8e5a-5bc2-85fa-089f9fa3ed5f,L,1496.75,EUR,80.089,KG,25,100.000,True
b48aeed1-7840-500f-a433-e19c16974f9d,2025-07-02T08:00:00Z,system,2025-07-02T08:00:00Z,system,MAT000000000000041,Stretch Film 02,55b98412-a87c-5d06-99b1-b52e5bf7ce0f,SET,1424.40,EUR,23.446,KG,25,5.000,True
b96b5fc7-bf71-5802-87c3-a74c4dd012f4,2025-07-03T08:00:00Z,system,2025-07-03T08:00:00Z,system,MAT000000000000042,Safety Gloves 02,2658df6b-27d3-5402-9299-f7c0d6729824,EA,683.89,EUR,22.782,KG,42,100.000,True
48cb4f21-8c1b-5570-a07c-08c09fbf0ce6,2025-07-04T08:00:00Z,system,2025-07-04T08:00:00Z,system,MAT000000000000043,Protective Glasses 02,777e7c37-1e75-51c3-ae1f-c155fd09bb99,SET,852.19,EUR,11.939,KG,43,20.000,True
75d6a74c-c3cd-5660-ad71-3d8c716419de,2025-07-05T08:00:00Z,system,2025-07-05T08:00:00Z,system,MAT000000000000044,Hydraulic Hose 02,e4cee72f-aec8-50d7-9b62-f7b616ca4094,BOX,1460.28,EUR,60.937,KG,22,100.000,True
a93a3ee0-dfe5-5635-b2cf-50207f6eefff,2025-07-06T08:00:00Z,system,2025-07-06T08:00:00Z,system,MAT000000000000045,Pneumatic Cylinder 02,b8ea0922-f2ef-5e72-a3b7-5f823c043cf9,BOX,890.42,EUR,58.584,KG,4,25.000,True
96fb08d2-476c-50b5-8ac4-5ecf45934f96,2025-07-07T08:00:00Z,system,2025-07-07T08:00:00Z,system,MAT000000000000046,Industrial Filter 02,2edc4fcd-5750-5cec-9cab-555863e23975,SET,70.77,EUR,89.939,KG,7,50.000,True
eafe3238-5e48-56bf-9122-b7966afc27e1,2025-07-08T08:00:00Z,system,2025-07-08T08:00:00Z,system,MAT000000000000047,Gear Oil 02,8dd5d572-569a-56bd-acd8-3be0728ad8a5,M,1586.99,EUR,46.758,KG,8,25.000,True
46b282d8-4f03-5afe-8c6a-9345fa79a1a8,2025-07-09T08:00:00Z,system,2025-07-09T08:00:00Z,system,MAT000000000000048,Control Valve 02,caf36b91-af87-53fc-8158-13f91aade9d5,L,839.95,EUR,103.795,KG,6,20.000,True
0fe72620-9284-5333-a180-c7cfbeaccc63,2025-07-10T08:00:00Z,system,2025-07-10T08:00:00Z,system,MAT000000000000049,Drill Bit Set 02,e70d53aa-bb36-5382-8414-f85fb1b4cacb,KG,21.61,EUR,67.832,KG,4,100.000,True
29cfd91a-8f49-5d4d-97e2-fb011b81ac36,2025-07-11T08:00:00Z,system,2025-07-11T08:00:00Z,system,MAT000000000000050,Laptop Computer 02,691d9e13-4d57-593c-acb4-8ff0871f82d9,L,1224.72,EUR,18.765,KG,38,25.000,True
fd117bf3-4f4c-5949-a1f5-fab4c43bea6b,2025-07-12T08:00:00Z,system,2025-07-12T08:00:00Z,system,MAT000000000000051,Barcode Scanner 02,2acb4523-efa8-5113-8671-718f714e827d,M,543.36,EUR,52.514,KG,30,20.000,True
f2c4243e-4417-5346-87ed-f7baa4d23a22,2025-07-13T08:00:00Z,system,2025-07-13T08:00:00Z,system,MAT000000000000052,Cleaning Concentrate 02,78a29834-2f00-5ddb-98ac-157ca6d78bba,BOX,1827.70,EUR,84.118,KG,33,25.000,True
432fe540-0407-59ff-82a0-172deb0758ae,2025-07-14T08:00:00Z,system,2025-07-14T08:00:00Z,system,MAT000000000000053,Laboratory Beaker 02,759df8ed-dbb8-5ebd-b398-95fa7f470c78,EA,1642.76,EUR,103.012,KG,56,1.000,True
b121cc73-e21b-5700-aed3-23e3f1122454,2025-07-15T08:00:00Z,system,2025-07-15T08:00:00Z,system,MAT000000000000054,PVC Pipe 02,796ae5a3-0afd-5325-bbfe-ed77e933b62e,EA,565.51,EUR,53.970,KG,57,50.000,True
85f6ae6a-e37a-5c6a-8c20-f972d8291238,2025-07-16T08:00:00Z,system,2025-07-16T08:00:00Z,system,MAT000000000000055,Circuit Breaker 02,352f8b23-c4e6-5bc1-9928-e3680bd83e0d,M,160.96,EUR,0.741,KG,3,1.000,True
d578f14f-d884-5535-b26b-06c05c76a9ec,2025-07-17T08:00:00Z,system,2025-07-17T08:00:00Z,system,MAT000000000000056,Power Supply 02,bff32fdb-82c9-50b2-a43e-d228c5ac24ac,SET,1084.81,EUR,28.553,KG,23,1.000,True
5e0e22e5-d386-54e2-bfeb-2492f8c12bc4,2025-07-18T08:00:00Z,system,2025-07-18T08:00:00Z,system,MAT000000000000057,Conveyor Belt 02,f35026fa-060f-5f11-9a86-269f5666b8e4,L,1868.40,EUR,83.007,KG,6,20.000,True
4510bf5d-95b5-5a36-8ecf-d02e870154c9,2025-07-19T08:00:00Z,system,2025-07-19T08:00:00Z,system,MAT000000000000058,Rubber Gasket 02,4c63ca08-088d-5a08-992c-d37a3c07121b,KG,6.44,EUR,20.489,KG,41,50.000,True
a826e0c2-43dd-5a6b-a002-5f2510a4b1f5,2025-07-20T08:00:00Z,system,2025-07-20T08:00:00Z,system,MAT000000000000059,Welding Electrode 02,55c4127a-8e0c-57e2-8b89-bed0198148ef,L,1343.13,EUR,37.341,KG,56,100.000,True
5638f460-1932-50d2-8453-a3cf94aaa992,2025-07-21T08:00:00Z,system,2025-07-21T08:00:00Z,system,MAT000000000000060,Adhesive Sealant 02,f9b30b47-6010-5ad9-82f0-806e9aade65e,SET,2127.03,EUR,13.448,KG,10,100.000,True
a26b0733-3b42-54db-a022-07e6e0f7182b,2025-07-22T08:00:00Z,system,2025-07-22T08:00:00Z,system,MAT000000000000061,Stainless Steel Sheet 03,10530ccc-b6a7-5f3b-9f30-768a03cef30c,L,2063.19,EUR,68.073,KG,36,25.000,True
65f7e1f5-55a6-5a0e-8cfc-7f783180cb51,2025-07-23T08:00:00Z,system,2025-07-23T08:00:00Z,system,MAT000000000000062,Aluminium Profile 03,a0f96efb-e3df-5d04-bbd8-f7c638ce31b7,L,2058.98,EUR,117.792,KG,52,100.000,True
fd4f25a0-d258-5944-8a33-a22b3cf44a4a,2025-07-24T08:00:00Z,system,2025-07-24T08:00:00Z,system,MAT000000000000063,Copper Wire 03,b708786d-78bc-5ffa-b86f-456f57af9cad,L,856.94,EUR,11.996,KG,11,100.000,True
a006b8e3-6118-5906-998a-865149ed8589,2025-07-25T08:00:00Z,system,2025-07-25T08:00:00Z,system,MAT000000000000064,Ball Bearing 03,d055653d-a48f-5b95-aa61-6d89d00e4ec6,SET,688.77,EUR,30.978,KG,38,10.000,True
c1a24447-ba94-5724-9a1d-064a2c0b2811,2025-07-26T08:00:00Z,system,2025-07-26T08:00:00Z,system,MAT000000000000065,Hex Bolt 03,dd52a956-8e5a-5bc2-85fa-089f9fa3ed5f,SET,1128.62,EUR,114.369,KG,45,50.000,True
5201a455-a5dc-58a5-9da8-b460a7a6e9f4,2025-07-27T08:00:00Z,system,2025-07-27T08:00:00Z,system,MAT000000000000066,Electric Motor 03,55b98412-a87c-5d06-99b1-b52e5bf7ce0f,M,1463.89,EUR,70.195,KG,38,5.000,True
66829174-3fa6-52dd-bbb1-daa7bca60901,2025-07-28T08:00:00Z,system,2025-07-28T08:00:00Z,system,MAT000000000000067,Pressure Sensor 03,2658df6b-27d3-5402-9299-f7c0d6729824,BOX,682.84,EUR,57.322,KG,28,1.000,True
06d90e5a-e269-5465-96ac-4d7026277e09,2025-07-29T08:00:00Z,system,2025-07-29T08:00:00Z,system,MAT000000000000068,PLC Module 03,777e7c37-1e75-51c3-ae1f-c155fd09bb99,L,75.59,EUR,103.598,KG,15,1.000,True
dbd21518-2460-5332-97ca-a826ccd26fd2,2025-07-30T08:00:00Z,system,2025-07-30T08:00:00Z,system,MAT000000000000069,Ethernet Cable 03,e4cee72f-aec8-50d7-9b62-f7b616ca4094,BOX,843.27,EUR,119.494,KG,6,10.000,True
240a2ec2-b97a-51d0-9b66-a85819e5025e,2025-07-31T08:00:00Z,system,2025-07-31T08:00:00Z,system,MAT000000000000070,Corrugated Carton 03,b8ea0922-f2ef-5e72-a3b7-5f823c043cf9,SET,1449.23,EUR,16.212,KG,18,1.000,True
5464a7bf-73cd-5738-b7f9-01c417006d3e,2025-08-01T08:00:00Z,system,2025-08-01T08:00:00Z,system,MAT000000000000071,Stretch Film 03,2edc4fcd-5750-5cec-9cab-555863e23975,EA,1681.72,EUR,30.430,KG,28,1.000,True
16593852-fb65-519c-be07-735e4ccbef8a,2025-08-02T08:00:00Z,system,2025-08-02T08:00:00Z,system,MAT000000000000072,Safety Gloves 03,8dd5d572-569a-56bd-acd8-3be0728ad8a5,SET,516.49,EUR,78.687,KG,49,50.000,True
6c73375b-40a6-5535-9e27-a364e6837ed1,2025-08-03T08:00:00Z,system,2025-08-03T08:00:00Z,system,MAT000000000000073,Protective Glasses 03,caf36b91-af87-53fc-8158-13f91aade9d5,EA,2401.86,EUR,89.588,KG,24,50.000,True
94288f21-6926-5da3-827e-38477bc97581,2025-08-04T08:00:00Z,system,2025-08-04T08:00:00Z,system,MAT000000000000074,Hydraulic Hose 03,e70d53aa-bb36-5382-8414-f85fb1b4cacb,L,1146.55,EUR,86.676,KG,53,10.000,True
26b04983-d84b-57db-acd1-68d00120334b,2025-08-05T08:00:00Z,system,2025-08-05T08:00:00Z,system,MAT000000000000075,Pneumatic Cylinder 03,691d9e13-4d57-593c-acb4-8ff0871f82d9,L,1302.91,EUR,19.183,KG,16,50.000,True
b195eb87-b559-5dc2-9e04-6eabb78ca3ef,2025-08-06T08:00:00Z,system,2025-08-06T08:00:00Z,system,MAT000000000000076,Industrial Filter 03,2acb4523-efa8-5113-8671-718f714e827d,SET,1796.68,EUR,95.282,KG,13,100.000,True
a38ef102-6bca-5f5b-be2f-047c1623d7ef,2025-08-07T08:00:00Z,system,2025-08-07T08:00:00Z,system,MAT000000000000077,Gear Oil 03,78a29834-2f00-5ddb-98ac-157ca6d78bba,EA,2031.07,EUR,82.230,KG,56,50.000,True
e64ca70f-33df-53bc-81e4-7c69dabb1d6d,2025-08-08T08:00:00Z,system,2025-08-08T08:00:00Z,system,MAT000000000000078,Control Valve 03,759df8ed-dbb8-5ebd-b398-95fa7f470c78,M,2181.98,EUR,18.518,KG,8,20.000,True
d3c939e0-3924-58da-a01d-c79899d13ee4,2025-08-09T08:00:00Z,system,2025-08-09T08:00:00Z,system,MAT000000000000079,Drill Bit Set 03,796ae5a3-0afd-5325-bbfe-ed77e933b62e,EA,2289.46,EUR,41.227,KG,37,50.000,True
a56d36d8-7b2d-5bff-ae8b-8d8002e9d564,2025-08-10T08:00:00Z,system,2025-08-10T08:00:00Z,system,MAT000000000000080,Laptop Computer 03,352f8b23-c4e6-5bc1-9928-e3680bd83e0d,L,1249.75,EUR,20.252,KG,6,1.000,True
6d2d9d2e-3534-5a9b-a2d9-67471b6743ab,2025-08-11T08:00:00Z,system,2025-08-11T08:00:00Z,system,MAT000000000000081,Barcode Scanner 03,bff32fdb-82c9-50b2-a43e-d228c5ac24ac,EA,511.93,EUR,32.285,KG,20,25.000,True
272957c5-680c-5583-a4ae-d8350def996c,2025-08-12T08:00:00Z,system,2025-08-12T08:00:00Z,system,MAT000000000000082,Cleaning Concentrate 03,f35026fa-060f-5f11-9a86-269f5666b8e4,BOX,1624.29,EUR,23.345,KG,50,5.000,True
ea35d05e-923f-559e-ad86-6b140ec0bcfd,2025-08-13T08:00:00Z,system,2025-08-13T08:00:00Z,system,MAT000000000000083,Laboratory Beaker 03,4c63ca08-088d-5a08-992c-d37a3c07121b,KG,1.65,EUR,1.472,KG,18,1.000,True
8f727bc4-c2d9-58aa-8c86-102424996793,2025-08-14T08:00:00Z,system,2025-08-14T08:00:00Z,system,MAT000000000000084,PVC Pipe 03,55c4127a-8e0c-57e2-8b89-bed0198148ef,SET,243.47,EUR,65.931,KG,43,5.000,True
bd5e7023-209e-5ff1-a2af-9de8ff638d16,2025-08-15T08:00:00Z,system,2025-08-15T08:00:00Z,system,MAT000000000000085,Circuit Breaker 03,f9b30b47-6010-5ad9-82f0-806e9aade65e,EA,2298.97,EUR,77.455,KG,15,50.000,True
5de012ce-db52-52e5-a612-6e2c3c02623a,2025-08-16T08:00:00Z,system,2025-08-16T08:00:00Z,system,MAT000000000000086,Power Supply 03,10530ccc-b6a7-5f3b-9f30-768a03cef30c,SET,1160.54,EUR,58.314,KG,9,1.000,True
d3ea4cc3-d5fd-5d6d-a8b4-952acbec0290,2025-08-17T08:00:00Z,system,2025-08-17T08:00:00Z,system,MAT000000000000087,Conveyor Belt 03,a0f96efb-e3df-5d04-bbd8-f7c638ce31b7,SET,2175.18,EUR,56.503,KG,34,5.000,True
7f697323-30b6-54c7-bac6-3b08c847d275,2025-08-18T08:00:00Z,system,2025-08-18T08:00:00Z,system,MAT000000000000088,Rubber Gasket 03,b708786d-78bc-5ffa-b86f-456f57af9cad,M,1776.90,EUR,55.459,KG,54,1.000,True
0c9f0a42-1ac7-5282-b469-b088f77d7e6d,2025-08-19T08:00:00Z,system,2025-08-19T08:00:00Z,system,MAT000000000000089,Welding Electrode 03,d055653d-a48f-5b95-aa61-6d89d00e4ec6,BOX,1242.83,EUR,36.472,KG,13,100.000,True
3aa391ce-4ff3-5173-9277-83ce43555c7c,2025-05-22T08:00:00Z,system,2025-05-22T08:00:00Z,system,MAT000000000000090,Adhesive Sealant 03,dd52a956-8e5a-5bc2-85fa-089f9fa3ed5f,L,99.05,EUR,19.265,KG,26,20.000,True
df47ed4b-da4f-5c58-b596-f38d4082538d,2025-05-23T08:00:00Z,system,2025-05-23T08:00:00Z,system,MAT000000000000091,Stainless Steel Sheet 04,55b98412-a87c-5d06-99b1-b52e5bf7ce0f,EA,1504.26,EUR,88.441,KG,43,1.000,True
75c713f1-f5c1-515a-b00c-8a93e54aab54,2025-05-24T08:00:00Z,system,2025-05-24T08:00:00Z,system,MAT000000000000092,Aluminium Profile 04,2658df6b-27d3-5402-9299-f7c0d6729824,L,484.08,EUR,73.139,KG,58,25.000,True
cbe6be44-8e37-53b6-99d6-fc5a8a20190d,2025-05-25T08:00:00Z,system,2025-05-25T08:00:00Z,system,MAT000000000000093,Copper Wire 04,777e7c37-1e75-51c3-ae1f-c155fd09bb99,L,2483.36,EUR,78.655,KG,20,1.000,True
57da00f0-61c9-5674-b533-ab7f1607f838,2025-05-26T08:00:00Z,system,2025-05-26T08:00:00Z,system,MAT000000000000094,Ball Bearing 04,e4cee72f-aec8-50d7-9b62-f7b616ca4094,BOX,993.29,EUR,49.540,KG,32,50.000,True
6b8b9c0c-ca33-51c4-9164-471f4abb4160,2025-05-27T08:00:00Z,system,2025-05-27T08:00:00Z,system,MAT000000000000095,Hex Bolt 04,b8ea0922-f2ef-5e72-a3b7-5f823c043cf9,BOX,1537.64,EUR,100.734,KG,6,50.000,True
4d8b3cb8-4991-55ac-afa4-443fd1749bfb,2025-05-28T08:00:00Z,system,2025-05-28T08:00:00Z,system,MAT000000000000096,Electric Motor 04,2edc4fcd-5750-5cec-9cab-555863e23975,KG,22.51,EUR,0.450,KG,49,10.000,True
35918af3-0428-5cb5-b70c-3960424df494,2025-05-29T08:00:00Z,system,2025-05-29T08:00:00Z,system,MAT000000000000097,Pressure Sensor 04,8dd5d572-569a-56bd-acd8-3be0728ad8a5,KG,21.62,EUR,103.909,KG,19,20.000,True
c95f5935-922a-5171-a5e9-dde46f32a83d,2025-05-30T08:00:00Z,system,2025-05-30T08:00:00Z,system,MAT000000000000098,PLC Module 04,caf36b91-af87-53fc-8158-13f91aade9d5,KG,33.97,EUR,49.952,KG,8,50.000,True
2e938e1a-7d1e-5084-9f28-14acf3a39a7c,2025-05-31T08:00:00Z,system,2025-05-31T08:00:00Z,system,MAT000000000000099,Ethernet Cable 04,e70d53aa-bb36-5382-8414-f85fb1b4cacb,SET,2147.43,EUR,22.969,KG,18,10.000,True
fc75e2a5-ea49-539c-99b7-b2d024e54e2b,2025-06-01T08:00:00Z,system,2025-06-01T08:00:00Z,system,MAT000000000000100,Corrugated Carton 04,691d9e13-4d57-593c-acb4-8ff0871f82d9,BOX,202.22,EUR,35.415,KG,19,5.000,True
c8f2c51c-f8b9-51a7-b2ab-da1f3ac760d6,2025-06-02T08:00:00Z,system,2025-06-02T08:00:00Z,system,MAT000000000000101,Stretch Film 04,2acb4523-efa8-5113-8671-718f714e827d,M,1478.29,EUR,84.553,KG,23,10.000,True
636b0283-9b52-54dd-8753-fde5579db5ce,2025-06-03T08:00:00Z,system,2025-06-03T08:00:00Z,system,MAT000000000000102,Safety Gloves 04,78a29834-2f00-5ddb-98ac-157ca6d78bba,BOX,1622.07,EUR,58.130,KG,50,20.000,True
