ID,createdAt,createdBy,modifiedAt,modifiedBy,supplierNumber,companyName,country_code,city,postalCode,street,email,phone,taxNumber,currency_code,paymentTerms,incoterm,category,status,riskLevel,qualityRating,deliveryRating,sustainabilityScore,preferredSupplier
a2fb0eda-806d-5d5c-9943-30039506cf4d,2025-04-04T08:00:00Z,system,2025-04-04T08:00:00Z,system,SUP0000012,Vertex Supply Inc.,PL,Warsaw,54295,Commerce 103,procurement12@supplier.example,+42 535 114727,PL947513112,PLN,Z030,EXW,Packaging,BLOCKED,CRITICAL,4.30,4.66,87.78,False
aee6450e-4511-5d45-adb8-f7752be64638,2025-04-05T08:00:00Z,system,2025-04-05T08:00:00Z,system,SUP0000013,Global Engineering S.A.,PL,Warsaw,28965,Commerce 82,procurement13@supplier.example,+42 505 954166,PL400968547,PLN,Z030,DAP,Chemicals,ACTIVE,LOW,4.33,3.37,68.98,False
c16f8764-9fa7-5704-95f3-5067c3d777a5,2025-04-06T08:00:00Z,system,2025-04-06T08:00:00Z,system,SUP0000014,BlueLine Chemicals GmbH,NL,Amsterdam,87761,Market 24,procurement14@supplier.example,+35 991 129945,NL242982434,EUR,0003,DAP,Mechanical Components,ACTIVE,LOW,4.66,3.44,62.54,False
96a68ba6-f5c3-582f-b5dd-32442951c1e2,2025-04-07T08:00:00Z,system,2025-04-07T08:00:00Z,system,SUP0000015,Apex Plastics Inc.,GB,Manchester,90122,Business 53,procurement15@supplier.example,+42 418 808700,GB263453864,GBP,Z030,FCA,Chemicals,ACTIVE,LOW,3.68,4.42,72.56,False
1de9fc38-1a3d-5a07-8285-f97ea3abb2db,2025-04-08T08:00:00Z,system,2025-04-08T08:00:00Z,system,SUP0000016,Continental Materials Inc.,PL,Wroclaw,63172,Commerce 23,procurement16@supplier.example,+44 614 578293,PL364403918,PLN,Z045,DDP,IT Equipment,ACTIVE,LOW,4.30,3.66,75.08,False
6d870c43-5af0-59e6-bc85-7a87ffd192e7,2025-04-09T08:00:00Z,system,2025-04-09T08:00:00Z,system,SUP0000017,Summit Industrial Inc.,NL,Eindhoven,92898,Business 60,procurement17@supplier.example,+33 706 703180,NL788075875,EUR,0003,DAP,Office Supplies,ACTIVE,LOW,4.27,3.30,81.20,False
4905c412-da5c-5c34-bb71-a406f34a50f9,2025-04-10T08:00:00Z,system,2025-04-10T08:00:00Z,system,SUP0000018,BlueLine Materials Inc.,PL,Poznan,31259,Harbor 44,procurement18@supplier.example,+36 119 288618,PL574356509,PLN,Z060,DDP,MRO,ACTIVE,MEDIUM,4.90,3.89,59.64,False
5b42c318-c469-5623-986f-f2ca4ccce5f5,2025-04-11T08:00:00Z,system,2025-04-11T08:00:00Z,system,SUP0000019,Central Logistics GmbH,SE,Stockholm,56620,Industrie 51,procurement19@supplier.example,+49 121 983044,SE431785858,SEK,Z030,CIP,Mechanical Components,ACTIVE,HIGH,4.53,4.56,77.81,False
4d88fd10-b824-591a-bb0e-2525a57ca3d1,2025-04-12T08:00:00Z,system,2025-04-12T08:00:00Z,system,SUP0000020,Euro Solutions Inc.,SE,Stockholm,80344,Business 29,procurement20@supplier.example,+44 802 919630,SE897991464,SEK,Z030,EXW,Office Supplies,ACTIVE,LOW,3.55,3.92,68.93,False
562fec8c-a0ad-5c25-b4af-ea7bd076ab1f,2025-04-13T08:00:00Z,system,2025-04-13T08:00:00Z,system,SUP0000021,Pacific Plastics B.V.,DK,Copenhagen,94867,Industrie 50,procurement21@supplier.example,+45 342 425973,DK521343164,DKK,0001,DAP,Packaging,ACTIVE,LOW,3.49,3.49,93.92,False
c93b56cd-e6b0-538e-9d4a-57c6b69e3fcf,2025-04-14T08:00:00Z,system,2025-04-14T08:00:00Z,system,SUP0000022,GreenTech Components AG,FR,Marseille,27734,Business 17,procurement22@supplier.example,+37 326 418369,FR996222520,EUR,0002,FCA,Safety Equipment,INACTIVE,LOW,4.73,3.33,78.39,False
3b018b68-0323-520e-b88f-fd6f1a05e7b9,2025-04-15T08:00:00Z,system,2025-04-15T08:00:00Z,system,SUP0000023,Apex Tools Ltd.,CZ,Brno,71929,Harbor 94,procurement23@supplier.example,+36 960 260280,CZ361284043,CZK,Z060,FCA,Chemicals,ACTIVE,HIGH,4.68,3.28,92.35,False
7655230e-ef2f-5754-b7eb-84089011038a,2025-04-16T08:00:00Z,system,2025-04-16T08:00:00Z,system,SUP0000024,Central Solutions Inc.,BE,Antwerp,27243,Business 88,procurement24@supplier.example,+45 824 514680,BE518200347,EUR,Z060,EXW,Mechanical Components,ACTIVE,LOW,4.13,3.95,52.67,False
6f8c90f6-de0f-580e-9bb0-f06f5b0ced4d,2025-04-17T08:00:00Z,system,2025-04-17T08:00:00Z,system,SUP0000025,Vertex Materials B.V.,ES,Valencia,84788,Commerce 118,procurement25@supplier.example,+46 982 174658,ES649387342,EUR,Z060,CPT,Electrical Components,ACTIVE,MEDIUM,3.54,4.07,61.90,False
3860acc8-b436-5ed6-9515-d6421fd680bf,2025-04-18T08:00:00Z,system,2025-04-18T08:00:00Z,system,SUP0000026,Precision Components GmbH,NL,Eindhoven,71393,Harbor 53,procurement26@supplier.example,+35 225 108553,NL511021897,EUR,Z045,DDP,IT Equipment,ACTIVE,LOW,4.16,4.40,97.87,False
b87c753c-6aec-5a34-986e-6b7063eb1eb3,2025-04-19T08:00:00Z,system,2025-04-19T08:00:00Z,system,SUP0000027,Alpine Industrial AG,GB,Manchester,16056,Harbor 72,procurement27@supplier.example,+45 110 775329,GB364597269,GBP,Z045,CIP,IT Equipment,ACTIVE,HIGH,4.26,2.81,51.74,False
5cfb11e6-d6ba-5513-9120-094477e81c75,2025-04-20T08:00:00Z,system,2025-04-20T08:00:00Z,system,SUP0000028,Atlas Engineering Inc.,BE,Antwerp,94475,Market 36,procurement28@supplier.example,+36 713 139366,BE187641331,EUR,0003,CPT,Logistics Services,ACTIVE,LOW,4.22,3.90,91.84,False
d18facee-7798-50e9-88e9-343196cd6b74,2025-04-21T08:00:00Z,system,2025-04-21T08:00:00Z,system,SUP0000029,Alpine Plastics S.A.,FR,Marseille,99649,Harbor 113,procurement29@supplier.example,+31 856 757470,FR481692373,EUR,0003,CPT,Office Supplies,ACTIVE,LOW,4.42,3.03,72.61,False
93067b6e-59b9-55e4-837d-0482b5bedd04,2025-04-22T08:00:00Z,system,2025-04-22T08:00:00Z,system,SUP0000030,Pacific Chemicals Inc.,AT,Graz,32643,Business 31,procurement30@supplier.example,+40 230 806340,AT775606953,EUR,Z030,DDP,Raw Materials,ACTIVE,LOW,4.81,4.45,96.82,False
3e8b52bd-d7b0-5cd4-9e21-b07390af9b6e,2025-04-23T08:00:00Z,system,2025-04-23T08:00:00Z,system,SUP0000031,Apex Supply GmbH,ES,Valencia,51854,Industrie 84,procurement31@supplier.example,+43 189 446139,ES197660054,EUR,0002,CPT,MRO,ACTIVE,MEDIUM,3.73,3.37,85.41,False
051b18ad-9186-5426-988f-a70b99be294d,2025-04-24T08:00:00Z,system,2025-04-24T08:00:00Z,system,SUP0000032,United Tools Inc.,US,Houston,81621,Business 49,procurement32@supplier.example,+41 177 420383,US543768416,USD,0001,DDP,Office Supplies,ACTIVE,MEDIUM,4.28,4.12,56.37,False
61c6b671-bb49-54e7-b5ac-ac9fed5590a0,2025-04-25T08:00:00Z,system,2025-04-25T08:00:00Z,system,SUP0000033,Rhein Industrial GmbH,CH,Zurich,36953,Harbor 98,procurement33@supplier.example,+39 399 629731,CH757551899,CHF,0003,EXW,Safety Equipment,ACTIVE,MEDIUM,4.84,4.51,61.71,False
e86b7737-67e0-5e42-9655-8f3ce7404512,2025-04-26T08:00:00Z,system,2025-04-26T08:00:00Z,system,SUP0000034,Prime Manufacturing B.V.,US,Chicago,71284,Harbor 85,procurement34@supplier.example,+45 249 121221,US116754050,USD,Z030,CPT,Chemicals,ACTIVE,HIGH,3.57,3.03,50.21,False
563bc49f-1dbf-5081-9308-be56aa2a1907,2025-04-27T08:00:00Z,system,2025-04-27T08:00:00Z,system,SUP0000035,Euro Systems AG,NL,Eindhoven,37499,Commerce 114,procurement35@supplier.example,+31 306 125987,NL985515401,EUR,0001,DDP,Raw Materials,INACTIVE,HIGH,3.82,3.20,80.97,False
fa9a8815-098a-5e45-bc94-5794fa09989e,2025-04-28T08:00:00Z,system,2025-04-28T08:00:00Z,system,SUP0000036,Apex Steel S.A.,GB,Manchester,20423,Market 33,procurement36@supplier.example,+44 125 169045,GB414047612,GBP,Z060,DDP,Electrical Components,ACTIVE,MEDIUM,4.96,3.93,63.69,False
e3e429d9-10d1-55e7-b248-40fedb48b315,2025-04-29T08:00:00Z,system,2025-04-29T08:00:00Z,system,SUP0000037,Rhein Industrial S.A.,IT,Turin,57715,Market 93,procurement37@supplier.example,+48 324 658793,IT963352766,EUR,Z045,CPT,IT Equipment,ACTIVE,LOW,4.77,3.85,76.97,False
cfe20baa-62bb-5713-863b-db3fe7da6a3d,2025-04-30T08:00:00Z,system,2025-04-30T08:00:00Z,system,SUP0000038,Nordic Packaging Inc.,GB,London,61863,Harbor 120,procurement38@supplier.example,+39 998 362648,GB232481669,GBP,0002,DDP,Office Supplies,ACTIVE,MEDIUM,4.22,3.75,60.34,False
bbac652c-53ab-5bd8-8cc8-f60b29b6bccb,2025-05-01T08:00:00Z,system,2025-05-01T08:00:00Z,system,SUP0000039,Central Manufacturing S.A.,BE,Brussels,33686,Market 82,procurement39@supplier.example,+42 811 741275,BE523333591,EUR,0001,CPT,Safety Equipment,ACTIVE,LOW,3.08,4.92,91.08,False
c560a1fe-7807-5636-8484-e88b8cc98a4d,2025-05-02T08:00:00Z,system,2025-05-02T08:00:00Z,system,SUP0000040,Vertex Industrial Ltd.,SE,Stockholm,84292,Market 14,procurement40@supplier.example,+41 175 444704,SE464459518,SEK,0002,CIP,Logistics Services,INACTIVE,MEDIUM,4.15,4.71,83.17,False
892eeadb-a73e-5ef7-bf12-aac4cf532878,2025-05-03T08:00:00Z,system,2025-05-03T08:00:00Z,system,SUP0000041,Precision Systems S.A.,AT,Vienna,27491,Harbor 39,procurement41@supplier.example,+35 591 777512,AT426607894,EUR,Z030,DDP,Mechanical Components,ACTIVE,LOW,4.74,3.85,73.80,False
6baf0642-83c4-5c75-8d5e-2d181e2adb72,2025-05-04T08:00:00Z,system,2025-05-04T08:00:00Z,system,SUP0000042,Summit Chemicals S.A.,GB,London,23408,Harbor 80,procurement42@supplier.example,+44 525 770191,GB299043005,GBP,Z030,CPT,Packaging,ACTIVE,LOW,3.52,3.12,66.72,False
b15dfe01-245c-5c44-b8e3-e4299119c304,2025-05-05T08:00:00Z,system,2025-05-05T08:00:00Z,system,SUP0000043,Alpine Chemicals Inc.,BE,Ghent,52466,Business 114,procurement43@supplier.example,+31 103 492814,BE632391342,EUR,Z030,EXW,Office Supplies,ACTIVE,LOW,4.16,4.01,76.23,True
9776ac4d-0b8c-54c6-af3f-70a8b8ee2d35,2025-05-06T08:00:00Z,system,2025-05-06T08:00:00Z,system,SUP0000044,Metro Engineering GmbH,CZ,Brno,70046,Industrie 88,procurement44@supplier.example,+49 402 857592,CZ186551585,CZK,Z045,EXW,Logistics Services,BLOCKED,CRITICAL,4.36,3.12,63.68,False
bd1f39ee-0971-5fa0-b5e0-5483a5478547,2025-05-07T08:00:00Z,system,2025-05-07T08:00:00Z,system,SUP0000045,Global Logistics GmbH,PL,Warsaw,96117,Business 36,procurement45@supplier.example,+32 715 326403,PL159212487,PLN,0001,FCA,Packaging,ACTIVE,LOW,3.21,4.43,50.45,False
0d733f4f-1d7c-53af-9046-17a207953571,2025-05-08T08:00:00Z,system,2025-05-08T08:00:00Z,system,SUP0000046,Global Systems S.A.,FR,Lyon,44470,Harbor 90,procurement46@supplier.example,+31 388 917026,FR572945899,EUR,0002,CPT,MRO,ACTIVE,MEDIUM,4.92,2.90,50.55,False
f804f9b1-8e91-5557-acca-a7bd5558bd07,2025-05-09T08:00:00Z,system,2025-05-09T08:00:00Z,system,SUP0000047,Summit Tools AG,CH,Basel,72458,Harbor 43,procurement47@supplier.example,+35 953 380868,CH676077693,CHF,Z045,EXW,MRO,ACTIVE,LOW,3.61,4.13,73.47,False
d61c0227-d2cb-53a8-b3e6-45175058182d,2025-05-10T08:00:00Z,system,2025-05-10T08:00:00Z,system,SUP0000048,Continental Plastics Inc.,DE,Düsseldorf,92650,Commerce 29,procurement48@supplier.example,+39 632 984678,DE566131982,EUR,Z030,FCA,Safety Equipment,ACTIVE,HIGH,4.00,2.87,85.51,False
c07ad934-fcd4-5fc7-88c1-f5605545a9c9,2025-05-11T08:00:00Z,system,2025-05-11T08:00:00Z,system,SUP0000049,Atlas Supply B.V.,SE,Gothenburg,69114,Business 73,procurement49@supplier.example,+32 836 146700,SE216980992,SEK,0001,CPT,MRO,ACTIVE,LOW,4.93,3.96,74.31,False
10da3830-3725-5f5b-946b-84d8208ac3df,2025-05-12T08:00:00Z,system,2025-05-12T08:00:00Z,system,SUP0000050,Continental Supply S.A.,IT,Bologna,58452,Commerce 96,procurement50@supplier.example,+38 599 637915,IT181799384,EUR,0003,DAP,Packaging,ACTIVE,MEDIUM,4.25,2.90,89.97,False
a23e4a94-04fb-533d-8c0b-943c85425ed6,2025-05-13T08:00:00Z,system,2025-05-13T08:00:00Z,system,SUP0000051,Central Engineering Inc.,NL,Rotterdam,56489,Business 67,procurement51@supplier.example,+44 541 856509,NL627872791,EUR,0002,CPT,Electrical Components,ACTIVE,LOW,3.01,3.94,83.58,False
e562fce3-1dda-5959-b99a-ae629b2730a8,2025-05-14T08:00:00Z,system,2025-05-14T08:00:00Z,system,SUP0000052,Prime Packaging Inc.,PL,Warsaw,25740,Commerce 88,procurement52@supplier.example,+40 847 575855,PL278623783,PLN,0001,EXW,MRO,ACTIVE,MEDIUM,3.06,4.83,71.79,False
3891de4d-57d5-5ba5-873a-2d343b5d7a5b,2025-05-15T08:00:00Z,system,2025-05-15T08:00:00Z,system,SUP0000053,Nordic Manufacturing B.V.,IT,Turin,36157,Market 109,procurement53@supplier.example,+38 909 904590,IT977929568,EUR,0001,DAP,Mechanical Components,ACTIVE,MEDIUM,4.88,4.86,53.10,False
8b76e5c3-b6c5-51bc-b372-d04c363dc141,2025-05-16T08:00:00Z,system,2025-05-16T08:00:00Z,system,SUP0000054,Metro Components GmbH,CZ,Brno,64058,Harbor 60,procurement54@supplier.example,+38 477 403416,CZ376477434,CZK,Z060,EXW,Packaging,ACTIVE,LOW,3.57,4.34,65.98,False
f976befd-fcaf-56c0-ab48-c790fa270290,2025-05-17T08:00:00Z,system,2025-05-17T08:00:00Z,system,SUP0000055,United Manufacturing Ltd.,CA,Toronto,68601,Harbor 20,procurement55@supplier.example,+43 378 279915,CA978421626,CAD,Z030,CIP,Raw Materials,ACTIVE,MEDIUM,3.54,4.65,50.32,False
c5e19f5d-f971-532d-b16b-ae6d6537f398,2025-05-18T08:00:00Z,system,2025-05-18T08:00:00Z,system,SUP0000056,Summit Supply S.A.,ES,Barcelona,48604,Business 4,procurement56@supplier.example,+34 213 596130,ES174049644,EUR,Z045,DDP,Office Supplies,ACTIVE,LOW,4.63,3.38,86.53,False
2a64ab18-32db-5e0b-85a4-bd5238baa6d3,2025-05-19T08:00:00Z,system,2025-05-19T08:00:00Z,system,SUP0000057,Alpine Systems S.A.,DK,Aarhus,24874,Market 19,procurement57@supplier.example,+44 577 573088,DK856686694,DKK,0003,DDP,Chemicals,ACTIVE,MEDIUM,4.32,4.49,93.76,False
6da4b9d9-a7ad-549b-9ffd-2b4f6a0184ea,2025-05-20T08:00:00Z,system,2025-05-20T08:00:00Z,system,SUP0000058,Central Steel GmbH,CH,Basel,32790,Industrie 10,procurement58@supplier.example,+35 658 630407,CH946904750,CHF,0002,DAP,Office Supplies,ACTIVE,LOW,4.98,3.23,91.95,False
c9e9137a-fbd0-5b48-86f9-b6693cb7cf2f,2025-05-21T08:00:00Z,system,2025-05-21T08:00:00Z,system,SUP0000059,Rhein Logistics GmbH,CA,Montreal,21224,Industrie 38,procurement59@supplier.example,+46 299 120742,CA233972000,CAD,0001,CIP,MRO,ACTIVE,LOW,4.19,4.06,61.31,True
bcb31d65-a401-530a-ad05-b5d8799c8a39,2025-05-22T08:00:00Z,system,2025-05-22T08:00:00Z,system,SUP0000060,Summit Tools B.V.,SE,Gothenburg,19510,Harbor 111,procurement60@supplier.example,+35 166 164237,SE506172013,SEK,Z030,DDP,Raw Materials,ACTIVE,LOW,3.52,3.25,82.11,False
59b08f46-6268-5135-959b-28e10d381b78,2025-05-23T08:00:00Z,system,2025-05-23T08:00:00Z,system,SUP0000061,Apex Tools S.A.,FR,Paris,30568,Commerce 104,procurement61@supplier.example,+37 114 591586,FR699170920,EUR,Z045,CPT,Electrical Components,ACTIVE,LOW,3.92,3.87,54.17,False
e7bda0f4-a61e-57e6-9d47-1167f61db12a,2025-05-24T08:00:00Z,system,2025-05-24T08:00:00Z,system,SUP0000062,Atlas Plastics GmbH,CA,Montreal,72256,Industrie 51,procurement62@supplier.example,+31 483 633827,CA162513921,CAD,Z060,EXW,IT Equipment,ACTIVE,MEDIUM,3.21,3.46,51.89,False
bb468112-b8da-577b-8a64-e0f89be5b8ff,2025-05-25T08:00:00Z,system,2025-05-25T08:00:00Z,system,SUP0000063,Continental Components GmbH,IT,Milan,67571,Business 14,procurement63@supplier.example,+49 346 934215,IT537992733,EUR,Z060,CPT,Safety Equipment,ACTIVE,LOW,3.93,4.80,66.91,False
c9dcaa74-3e16-582e-b826-97736a2b3288,2025-05-26T08:00:00Z,system,2025-05-26T08:00:00Z,system,SUP0000064,Alpine Materials Inc.,DE,Berlin,49296,Market 92,procurement64@supplier.example,+35 422 219233,DE929996047,EUR,Z030,CIP,MRO,ACTIVE,HIGH,4.08,3.91,68.82,False
3b111d11-3ab0-5dbf-82b6-b94a5acc25e6,2025-05-27T08:00:00Z,system,2025-05-27T08:00:00Z,system,SUP0000065,Delta Steel B.V.,NL,Amsterdam,61231,Harbor 107,procurement65@supplier.example,+40 154 775723,NL275804755,EUR,0001,CIP,IT Equipment,INACTIVE,LOW,4.04,4.15,61.70,False
69346548-c6be-516e-a50c-3db3ca154679,2025-05-28T08:00:00Z,system,2025-05-28T08:00:00Z,system,SUP0000066,United Tools GmbH,DE,Mainz,11785,Harbor 39,procurement66@supplier.example,+44 338 213847,DE920245237,EUR,0002,EXW,Packaging,ACTIVE,LOW,4.99,2.85,50.09,False
e5752291-9c1a-556d-ab73-e21f0d3f37eb,2025-05-29T08:00:00Z,system,2025-05-29T08:00:00Z,system,SUP0000067,Global Solutions GmbH,CZ,Prague,77949,Commerce 5,procurement67@supplier.example,+31 535 497339,CZ203892184,CZK,Z060,DDP,Office Supplies,ACTIVE,MEDIUM,4.00,3.57,87.00,False
bad1bbc1-a377-5cf7-9f39-169939fb97d7,2025-05-30T08:00:00Z,system,2025-05-30T08:00:00Z,system,SUP0000068,Rhein Engineering GmbH,ES,Valencia,56744,Market 120,procurement68@supplier.example,+41 641 794795,ES541203640,EUR,0001,DDP,Packaging,ACTIVE,LOW,4.39,3.37,85.92,False
5db6ab1a-ff9e-5d6f-a46e-3820a34bf307,2025-05-31T08:00:00Z,system,2025-05-31T08:00:00Z,system,SUP0000069,BlueLine Manufacturing B.V.,SE,Stockholm,32672,Business 111,procurement69@supplier.example,+32 681 570960,SE985517184,SEK,Z045,FCA,Raw Materials,INACTIVE,MEDIUM,4.49,3.44,92.49,False
d0364d31-f3bf-5613-a4d3-90809d201d9f,2025-06-01T08:00:00Z,system,2025-06-01T08:00:00Z,system,SUP0000070,Nova Materials Inc.,GB,London,77952,Commerce 66,procurement70@supplier.example,+35 396 738303,GB823705047,GBP,0002,CIP,Office Supplies,ACTIVE,HIGH,3.85,3.11,54.96,False
14889e35-db48-56af-9b77-2bc5fae8b3f1,2025-06-02T08:00:00Z,system,2025-06-02T08:00:00Z,system,SUP0000071,Pacific Industrial S.A.,DK,Copenhagen,92544,Business 118,procurement71@supplier.example,+37 306 766844,DK744035296,DKK,0003,DDP,Logistics Services,ACTIVE,HIGH,4.24,3.03,90.06,False
d81fc662-e016-5120-8688-1d27c779f450,2025-06-03T08:00:00Z,system,2025-06-03T08:00:00Z,system,SUP0000072,Central Steel S.A.,NL,Rotterdam,36518,Market 15,procurement72@supplier.example,+34 738 609702,NL101772000,EUR,0003,CIP,Safety Equipment,ACTIVE,LOW,3.63,4.98,92.92,False
d20b3572-e56d-591a-b858-c5c22045d62f,2025-06-04T08:00:00Z,system,2025-06-04T08:00:00Z,system,SUP0000073,Alpine Systems GmbH,CH,Zurich,10706,Market 87,procurement73@supplier.example,+34 940 397924,CH769625073,CHF,Z045,CIP,Safety Equipment,ACTIVE,LOW,3.48,4.52,67.11,False
b62723e4-85b4-54e6-952d-4d88f5adae98,2025-06-05T08:00:00Z,system,2025-06-05T08:00:00Z,system,SUP0000074,Vertex Materials Ltd.,CH,Zurich,43961,Industrie 116,procurement74@supplier.example,+44 461 578312,CH726761124,CHF,Z045,DAP,Chemicals,ACTIVE,LOW,3.94,4.77,61.29,False
0a065745-a966-5f0d-8fc3-ddeaa9abdfec,2025-06-06T08:00:00Z,system,2025-06-06T08:00:00Z,system,SUP0000075,Atlas Manufacturing Inc.,FR,Paris,66872,Commerce 75,procurement75@supplier.example,+45 276 155763,FR202435802,EUR,0003,CPT,MRO,ACTIVE,LOW,3.98,4.86,54.69,False
90e10c7e-6736-59c8-948e-d8729b244cbb,2025-06-07T08:00:00Z,system,2025-06-07T08:00:00Z,system,SUP0000076,Metro Manufacturing Inc.,AT,Graz,72851,Commerce 55,procurement76@supplier.example,+32 626 402106,AT713568346,EUR,Z060,CIP,Logistics Services,ACTIVE,LOW,3.53,3.12,68.01,False
1527dfb5-6e67-5f8d-99ca-ca0aacc8a652,2025-06-08T08:00:00Z,system,2025-06-08T08:00:00Z,system,SUP0000077,United Manufacturing GmbH,CA,Toronto,38825,Market 59,procurement77@supplier.example,+40 658 856143,CA717917315,CAD,Z030,FCA,Raw Materials,ACTIVE,LOW,3.57,3.99,74.10,False
b2062365-15e8-5d1c-ae5c-a2c4459e969a,2025-06-09T08:00:00Z,system,2025-06-09T08:00:00Z,system,SUP0000078,GreenTech Engineering AG,CA,Toronto,61501,Business 29,procurement78@supplier.example,+49 548 429897,CA684174770,CAD,0003,EXW,Chemicals,ACTIVE,MEDIUM,4.09,3.83,50.44,False
075638c7-6598-507a-a950-ecbee7bdc084,2025-06-10T08:00:00Z,system,2025-06-10T08:00:00Z,system,SUP0000079,Euro Supply GmbH,CA,Toronto,68809,Market 39,procurement79@supplier.example,+32 407 110370,CA600684500,CAD,0002,DDP,Mechanical Components,ACTIVE,MEDIUM,4.49,4.07,53.42,True
e7adb3bc-bb01-5e5f-bbed-7b156e5f54b8,2025-06-11T08:00:00Z,system,2025-06-11T08:00:00Z,system,SUP0000080,Nordic Plastics B.V.,DE,Hamburg,15169,Business 48,procurement80@supplier.example,+38 844 753272,DE772225694,EUR,0002,EXW,MRO,ACTIVE,HIGH,4.38,3.22,91.00,False
60eeff72-afa3-5425-9ed3-d24b0eb590b7,2025-06-12T08:00:00Z,system,2025-06-12T08:00:00Z,system,SUP0000081,Precision Manufacturing S.A.,SE,Stockholm,91068,Industrie 45,procurement81@supplier.example,+38 721 838455,SE705753802,SEK,Z030,FCA,IT Equipment,ACTIVE,HIGH,4.36,4.74,93.84,False
94637be8-57b0-5434-bd07-63fb1b7462c2,2025-06-13T08:00:00Z,system,2025-06-13T08:00:00Z,system,SUP0000082,Continental Engineering Ltd.,PL,Poznan,81723,Business 19,procurement82@supplier.example,+48 560 389212,PL818402210,PLN,0003,FCA,Raw Materials,ACTIVE,HIGH,4.66,3.40,85.27,False
